rank,team_name,avatar_url,highest_kaggle_rank,score,submit_times,last_submit
29,ClsknHolding,https://storage.googleapis.com/kaggle-avatars/thumbnails/4965276-kg.jpg,expert,0.33526,10,2h
30,Sercan Yeşilöz,https://storage.googleapis.com/kaggle-avatars/thumbnails/2926451-kg.jpg,master,0.33795,5,1d
31,C.X.Code,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.3384,8,7h
32,Rei,https://storage.googleapis.com/kaggle-avatars/thumbnails/2085278-kg.jpg,contributor,0.33992,8,3h
33,HAFIZ MUHAMMAD IMRAN KHAN,https://storage.googleapis.com/kaggle-avatars/thumbnails/4461810-kg.jpg?t=2023-11-18-13-15-56,contributor,0.34033,6,14h
34,Hamachi,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.34064,21,3h
35,Paul Gris,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.34135,3,11h
36,Shreyas Sukhadeve IIT,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.34175,3,6m
37,JATIN CHAWDA,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.34346,2,11m
38,kglctf,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.34377,11,6h
39,waticson,https://storage.googleapis.com/kaggle-avatars/thumbnails/2993575-kg.png,expert,0.34564,1,5h
40,matvikkk,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.34659,13,1d
41,Emmanuel Jova,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.348,4,40m
42,Daniel Popov,https://storage.googleapis.com/kaggle-avatars/thumbnails/5394137-kg.png?t=2023-11-11-07-58-38,contributor,0.35116,19,7h
43,Lucas Antoine,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,expert,0.35307,12,21h
44,Ale uy,https://storage.googleapis.com/kaggle-avatars/thumbnails/2708643-kg.JPG?t=2023-09-29-14-34-01,contributor,0.35585,12,20m
45,Efecan Guler,https://storage.googleapis.com/kaggle-avatars/thumbnails/15622137-kg.png,contributor,0.35776,3,2h
46,Ludwig Saux,https://storage.googleapis.com/kaggle-avatars/thumbnails/9344127-kg.jpg,contributor,0.36082,7,1h
47,金穗辉辉,https://storage.googleapis.com/kaggle-avatars/thumbnails/10838391-kg.png,contributor,0.36426,2,1h
48,alperen yüksel,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.36611,15,3h
49,kurokaede,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.36662,1,1d
50,OminousDude,https://storage.googleapis.com/kaggle-avatars/thumbnails/8531166-kg.png?t=2023-10-18-15-24-52,contributor,0.37016,17,11h
51,Laplace,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,expert,0.37351,1,2h
52,Hardy Xu,https://storage.googleapis.com/kaggle-avatars/thumbnails/420768-fb.jpg,contributor,0.37448,15,16h
53,yunsuxiaozi,https://storage.googleapis.com/kaggle-avatars/thumbnails/12691485-kg.png,expert,0.37494,22,4h
54,Syed Subahani,https://storage.googleapis.com/kaggle-avatars/thumbnails/16365312-kg.jpg?t=2023-11-15-17-26-22,contributor,0.3794,9,5h
55,Arman Zhalgasbayev,https://storage.googleapis.com/kaggle-avatars/thumbnails/15526957-kg.jpg,contributor,0.38004,11,11h
56,Ahmed Ali,https://storage.googleapis.com/kaggle-avatars/thumbnails/14372435-kg.jpg,expert,0.38165,4,2h
57,Summeriis,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.38168,1,2h
58,Prasad,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.38321,6,1d
59,DJ_C,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,expert,0.38451,13,14h
60,Vinay S,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.3877,11,10h
61,sysstem,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.3886,9,2h
62,dalatar,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,expert,0.39095,13,9h
63,bestwater,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.39231,21,11h
64,Alexander Ryzhkov,https://storage.googleapis.com/kaggle-avatars/thumbnails/19099-fb.jpg,grand master,0.39317,8,1d
65,Nikolay Abramov,https://storage.googleapis.com/kaggle-avatars/thumbnails/847705-kg.JPG?t=2023-10-11-05-55-21,expert,0.3938,23,6h
66,Andrew,https://storage.googleapis.com/kaggle-avatars/thumbnails/2217262-gr.jpg,expert,0.3938,9,1d
67,Sarun P M,https://storage.googleapis.com/kaggle-avatars/thumbnails/17084120-kg.jpeg?t=2023-10-10-05-25-02,contributor,0.3938,7,21h
68,Jaspar6,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.39394,13,1d
69,Satya,https://storage.googleapis.com/kaggle-avatars/thumbnails/8185869-kg.jpg?t=2023-10-07-12-43-03,expert,0.39994,23,9h
70,星瞳,https://storage.googleapis.com/kaggle-avatars/thumbnails/11476684-kg.jpg,contributor,0.4,2,3d
71,Xwite147,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.4,10,3d
72,[Deleted] 65254641-9402-43f1-8efe-87420835b87b,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.4,1,1d
73,Ahmed Mahmoud Salem,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.4,3,17h
74,Spiritmilk,https://storage.googleapis.com/kaggle-avatars/thumbnails/8060745-kg.jpg,expert,0.40207,1,8m
75,Gregory Klevans,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.41283,2,3d
76,Seojin Hwang,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.41283,3,3d
77,Izzan S. A.,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.41283,2,3d
78,manymany,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.41283,5,3d
79,ruthgn,https://storage.googleapis.com/kaggle-avatars/thumbnails/8405416-kg.jpg,expert,0.41283,4,3d
80,Eishkaran Singh,https://storage.googleapis.com/kaggle-avatars/thumbnails/12605415-kg.jpeg,master,0.41283,1,3d
81,Sidhved,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.41283,1,2d
82,Supreme Taker,https://storage.googleapis.com/kaggle-avatars/thumbnails/7074347-kg.PNG,contributor,0.41283,4,1d
83,AravindPCoder,https://storage.googleapis.com/kaggle-avatars/thumbnails/15219265-kg.jpg?t=2023-11-11-17-24-17,contributor,0.41337,3,21h
84,Jayron Andrade,https://storage.googleapis.com/kaggle-avatars/thumbnails/16141465-kg.jpg?t=2023-11-18-04-27-54,contributor,0.41442,13,1d
85,Akio Onodera,https://storage.googleapis.com/kaggle-avatars/thumbnails/4300560-gr.jpg,master,0.41474,17,3d
86,Shreyash Thengne,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.41503,3,1d
87,도봉구꼬마,https://storage.googleapis.com/kaggle-avatars/thumbnails/12392398-kg.jpg,contributor,0.41808,5,9h
88,Chanho Parkq,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.41808,1,10h
89,PUNIT KAUSHIK,https://storage.googleapis.com/kaggle-avatars/thumbnails/11825285-kg.png?t=2023-10-28-12-08-40,contributor,0.4189,5,3d
90,Yash Rana,https://storage.googleapis.com/kaggle-avatars/thumbnails/9426740-kg.jpeg,contributor,0.41898,3,3d
91,Samvel Kocharyan,https://storage.googleapis.com/kaggle-avatars/thumbnails/10356799-gr.jpg,contributor,0.41971,19,8h
92,Yassir Acharki,https://storage.googleapis.com/kaggle-avatars/thumbnails/10030651-kg.png?t=2023-09-25-16-15-45,master,0.41971,18,3h
93,matthew-ch,https://storage.googleapis.com/kaggle-avatars/thumbnails/1259738-kg.png,contributor,0.41987,11,4h
95,enricomanosperti,https://storage.googleapis.com/kaggle-avatars/thumbnails/12029577-kg.png,expert,0.42128,20,3d
96,Eugeniusz Ananczuk,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.42128,11,4d
97,norm,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.42258,4,17h
98,wasjaip,https://storage.googleapis.com/kaggle-avatars/thumbnails/13372827-kg.jpg?t=2023-11-14-04-23-04,contributor,0.42284,5,1d
99,cj007,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.42366,2,3d
100,Faris Izzatur Rahman,https://storage.googleapis.com/kaggle-avatars/thumbnails/6095289-kg.jpeg,novice,0.42427,3,4h
101,Iqman Singh Bhatia,https://storage.googleapis.com/kaggle-avatars/thumbnails/9420368-kg.jpg,master,0.42462,23,8h
102,Electric Weasle,https://storage.googleapis.com/kaggle-avatars/thumbnails/69150-kg.jpg?t=2023-10-24-20-21-56,contributor,0.4293,7,1d
103,AbduIIah AItay,https://storage.googleapis.com/kaggle-avatars/thumbnails/5007706-kg.jpg,contributor,0.43047,3,4d
104,Paulo Álvaro,https://storage.googleapis.com/kaggle-avatars/thumbnails/5245771-gr.jpg,contributor,0.4308,10,20h
105,Vishwas Saini,https://storage.googleapis.com/kaggle-avatars/thumbnails/15964911-kg.png?t=2023-10-30-13-03-13,contributor,0.43225,6,1h
106,Oscar Aguilar,https://storage.googleapis.com/kaggle-avatars/thumbnails/1822542-kg.jpg,master,0.43348,25,14h
107,HridayM25,https://storage.googleapis.com/kaggle-avatars/thumbnails/10793923-kg.jpeg?t=2023-11-16-03-08-02,contributor,0.43407,9,1d
108,ianct,https://storage.googleapis.com/kaggle-avatars/thumbnails/928167-kg.jpg?t=2023-10-25-09-35-44,expert,0.43415,14,15h
109,Aman Gupta,https://storage.googleapis.com/kaggle-avatars/thumbnails/1711777-kg.jpg,contributor,0.43467,9,4d
110,hardy,https://storage.googleapis.com/kaggle-avatars/thumbnails/7013214-kg.png?t=2023-10-23-11-53-22,contributor,0.43527,14,5d
111,WangChenyu_Math,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.43535,12,3d
112,Sobhan Bose,https://storage.googleapis.com/kaggle-avatars/thumbnails/11729849-kg.png?t=2023-10-29-14-01-27,contributor,0.43889,10,1d
113,José Mário,https://storage.googleapis.com/kaggle-avatars/thumbnails/13651687-kg.jpg?t=2023-09-30-16-59-32,contributor,0.44072,14,1d
114,Jon Blanchard,https://storage.googleapis.com/kaggle-avatars/thumbnails/8077052-kg.png,expert,0.44151,12,3d
115,greenforest33,https://storage.googleapis.com/kaggle-avatars/thumbnails/11574133-kg.jpg,contributor,0.44197,8,4d
116,joaozinho22,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.44523,10,1d
117,alpimarc,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.44544,17,5h
118,aktk,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.44743,13,3d
119,munchmon,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.4492,1,1d
120,DeShuiYu,https://storage.googleapis.com/kaggle-avatars/thumbnails/5521236-kg.png?t=2023-08-23-03-07-07,contributor,0.45343,2,5d
121,KCDQ,https://storage.googleapis.com/kaggle-avatars/thumbnails/6048011-kg.PNG?t=2023-11-14-16-54-51,contributor,0.45751,3,5d
122,Rizal Mujahiddan,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.45987,3,4d
123,Jession Diwangan,https://storage.googleapis.com/kaggle-avatars/thumbnails/11276215-gr.jpg,contributor,0.46074,6,3d
124,Yunus Emre Göktürk,https://storage.googleapis.com/kaggle-avatars/thumbnails/16893239-kg.png?t=2023-09-26-19-21-20,contributor,0.46124,9,26m
125,Lukman Bayonle Salami,https://storage.googleapis.com/kaggle-avatars/thumbnails/9395509-kg.jpg,contributor,0.46165,17,1h
126,llorenzo,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.46221,16,2h
127,pareto80,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.46375,1,3d
128,Mansour,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.46422,25,2h
129,Gaurav Dutta,https://storage.googleapis.com/kaggle-avatars/thumbnails/4760409-kg.jpg,master,0.46561,12,2h
130,future0715,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.46627,23,11h
131,Ram Jas,https://storage.googleapis.com/kaggle-avatars/thumbnails/6279218-kg.jpg,grand master,0.46699,9,5d
132,Lucas Pukas,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.46767,3,1d
133,Swinal Waghmare,https://storage.googleapis.com/kaggle-avatars/thumbnails/11201051-kg.jpg,contributor,0.46823,13,1d
134,KMnO4-zx,https://storage.googleapis.com/kaggle-avatars/thumbnails/15065802-kg.png?t=2023-10-30-02-28-56,novice,0.46898,3,6d
135,MAOK-Yongsuk,https://storage.googleapis.com/kaggle-avatars/thumbnails/12106969-kg.png,contributor,0.47059,2,5d
136,teseralex,https://storage.googleapis.com/kaggle-avatars/thumbnails/11813848-kg.png,contributor,0.4709,2,5d
137,HyukJunCho,https://storage.googleapis.com/kaggle-avatars/thumbnails/17206135-kg.jpg?t=2023-11-11-16-59-18,novice,0.47333,3,1d
138,Mukkesh_mk@07,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.47393,4,6d
139,YD,https://storage.googleapis.com/kaggle-avatars/thumbnails/13028632-kg.jpeg,novice,0.47711,8,5d
140,andrekos,https://storage.googleapis.com/kaggle-avatars/thumbnails/35830-kg.jpg,expert,0.47755,1,4d
141,Takumi Watanabe,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.47863,10,4d
142,ValeryBonneau,https://storage.googleapis.com/kaggle-avatars/thumbnails/8085311-gr.jpg,contributor,0.47947,6,39m
143,ambrul,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.47989,5,1d
144,Sumit Kant,https://storage.googleapis.com/kaggle-avatars/thumbnails/614469-kg.jpg,contributor,0.48016,10,1d
145,Georgios Nikolitsis,https://storage.googleapis.com/kaggle-avatars/thumbnails/8500200-gr.jpg,contributor,0.48248,30,32m
146,bonobong,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.48336,11,1d
147,Astitwa Agarwal,https://storage.googleapis.com/kaggle-avatars/thumbnails/5362478-kg.jpeg?t=2023-10-10-04-46-26,expert,0.48367,1,5d
148,Debamrita Paul,https://storage.googleapis.com/kaggle-avatars/thumbnails/12778221-kg.jpeg,expert,0.48415,8,1h
149,Fazil Amirli,https://storage.googleapis.com/kaggle-avatars/thumbnails/16053844-kg.jpg?t=2023-11-19-20-55-30,contributor,0.48437,3,1d
150,panda,https://storage.googleapis.com/kaggle-avatars/thumbnails/1799540-kg.jpg?t=2023-11-20-12-27-53,expert,0.48617,1,3d
151,Shane Simon,https://storage.googleapis.com/kaggle-avatars/thumbnails/12236136-kg.jpg?t=2023-10-08-11-51-35,expert,0.48618,24,20h
152,Vishwas Mishra,https://storage.googleapis.com/kaggle-avatars/thumbnails/13972113-kg.jpeg?t=2023-09-10-18-16-22,contributor,0.48632,11,3d
153,Emirhan Silsüpür,https://storage.googleapis.com/kaggle-avatars/thumbnails/6998541-kg.png,contributor,0.48681,13,2m
154,Tetsuya Sasaki,https://storage.googleapis.com/kaggle-avatars/thumbnails/6437951-kg.jpeg,master,0.48685,8,6h
155,Shan,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.48723,3,3d
156,Breno Ingwersen,https://storage.googleapis.com/kaggle-avatars/thumbnails/4822979-kg.jpg?t=2023-10-18-12-16-43,contributor,0.48773,2,1h
157,k_murano,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.4879,13,6h
158,Iqbal Syah Akbar,https://storage.googleapis.com/kaggle-avatars/thumbnails/10543899-kg.png,master,0.48854,5,3d
159,Octavio Grau,https://storage.googleapis.com/kaggle-avatars/thumbnails/6673300-kg.jpg?t=2023-11-10-19-04-03,contributor,0.48854,2,6d
160,kerry sun,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.48854,1,6d
161,Thomas,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.48854,4,6d
162,Talha Barkaat Ahmad,https://storage.googleapis.com/kaggle-avatars/thumbnails/15482152-kg.jpg,expert,0.48854,1,6d
163,abcsue,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.48854,1,5d
164,Erik Folkesson,https://storage.googleapis.com/kaggle-avatars/thumbnails/14953148-kg.jpg?t=2023-11-16-10-57-48,contributor,0.48854,2,4d
165,Francesc Oliveras,https://storage.googleapis.com/kaggle-avatars/thumbnails/11123118-kg.png,master,0.489,1,4d
166,Akahachi,https://storage.googleapis.com/kaggle-avatars/thumbnails/3811168-kg.png,expert,0.48962,4,1d
167,mexwell,https://storage.googleapis.com/kaggle-avatars/thumbnails/3952497-kg.jpeg?t=2023-09-10-11-32-10,expert,0.48976,5,6d
168,PURVI VERMA,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.48989,3,1d
169,Bryan Le Grand,https://storage.googleapis.com/kaggle-avatars/thumbnails/15764731-kg.png,contributor,0.49007,14,2h
170,Siddhant Tiwari,https://storage.googleapis.com/kaggle-avatars/thumbnails/17733824-kg.jpeg?t=2023-11-14-15-44-52,contributor,0.4902,7,4d
171,ComDivRVSN,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.49073,10,11h
172,Baek nam jin,https://storage.googleapis.com/kaggle-avatars/thumbnails/7802272-kg.jpg?t=2023-10-20-08-23-17,contributor,0.49081,2,6h
173,Flavia Felicioni,https://storage.googleapis.com/kaggle-avatars/thumbnails/7169360-kg.jpeg,contributor,0.491,1,6d
174,Natarajan Lalgudi,https://storage.googleapis.com/kaggle-avatars/thumbnails/1274674-gr.jpg,contributor,0.49149,7,4d
175,ABOUABDALLAH Mohamed Anwar,https://storage.googleapis.com/kaggle-avatars/thumbnails/6124849-gr.jpg,expert,0.49161,5,4d
176,Semih Günak,https://storage.googleapis.com/kaggle-avatars/thumbnails/15714431-kg.jpg?t=2023-10-23-11-26-37,contributor,0.49186,1,4d
177,Leung Kam Ho,https://storage.googleapis.com/kaggle-avatars/thumbnails/8413680-kg.JPG?t=2023-11-12-11-58-53,contributor,0.4922,18,1d
178,kaz184,https://storage.googleapis.com/kaggle-avatars/thumbnails/820032-kg.jpg,novice,0.4922,2,5d
179,ฺBeater_kung,https://storage.googleapis.com/kaggle-avatars/thumbnails/11418869-kg.png,novice,0.49251,2,3d
180,kitory Yeah やきとり,https://storage.googleapis.com/kaggle-avatars/thumbnails/11096647-kg.jpeg,contributor,0.49253,8,4d
181,tdoh86,https://storage.googleapis.com/kaggle-avatars/thumbnails/8063636-kg.jpg,contributor,0.493,6,1d
182,Lin Jianhang,https://storage.googleapis.com/kaggle-avatars/thumbnails/4139512-kg.jpg,contributor,0.49325,22,39m
183,keita shimizu,https://storage.googleapis.com/kaggle-avatars/thumbnails/3979455-kg.png?t=2023-11-08-11-35-38,contributor,0.49396,14,2m
184,jonkussponkt,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.49403,9,16h
185,startech,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.4941,5,3d
186,Suraj Yerramilli,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,expert,0.49428,13,1d
187,Sovina Sahni,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.49463,4,3d
188,Burhan Yıldız,https://storage.googleapis.com/kaggle-avatars/thumbnails/15502786-kg.jpg?t=2023-10-25-07-56-18,expert,0.49474,6,4d
189,Jordan Smith,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.49483,3,1d
190,Hangry bunnies,https://storage.googleapis.com/kaggle-avatars/thumbnails/12709918-kg.png,contributor,0.49507,1,4d
191,Rostyslav Fedorchenko,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.49593,7,5d
192,Kala Nandini,https://storage.googleapis.com/kaggle-avatars/thumbnails/10698603-kg.jpeg?t=2023-11-07-07-32-28,expert,0.49627,10,4d
193,Waleed Afify,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.49627,1,4d
194,Anushka Chathuranga,https://storage.googleapis.com/kaggle-avatars/thumbnails/6660933-kg.jpg,contributor,0.49627,5,3d
195,Vignesh Boopathy,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.49627,3,4d
196,shreep,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.49627,7,18h
197,Ulises M.,https://storage.googleapis.com/kaggle-avatars/thumbnails/9660701-kg.jpg,expert,0.49657,17,3d
198,Artiom Panuș,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.49658,15,18h
199,overfitting learner,https://storage.googleapis.com/kaggle-avatars/thumbnails/3287-gr.jpg,expert,0.4966,3,1h
200,Mesut Duman,https://storage.googleapis.com/kaggle-avatars/thumbnails/10852641-kg.png,expert,0.49665,20,3d
201,Ranjitprakash Sundaramurthi,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.4967,1,1d
202,Corentin Vergnolle,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.4967,5,4d
203,YoanPt,https://storage.googleapis.com/kaggle-avatars/thumbnails/13591190-kg.jpg?t=2023-11-13-18-07-31,contributor,0.49677,4,5d
204,dima806,https://storage.googleapis.com/kaggle-avatars/thumbnails/846611-kg.jpg,expert,0.49678,20,3d
205,Hazman Naim,https://storage.googleapis.com/kaggle-avatars/thumbnails/15864390-kg.jpg?t=2023-11-19-08-35-41,contributor,0.49697,1,1h
206,GanLewis,https://storage.googleapis.com/kaggle-avatars/thumbnails/8392782-kg.jpg,novice,0.49697,1,1d
207,Liza Kolesnik,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.49706,3,8m
208,Trish Cornelissen,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.49723,11,20h
209,Danila Kuryakin,https://storage.googleapis.com/kaggle-avatars/thumbnails/11534909-kg.jpg?t=2023-08-29-12-19-26,contributor,0.49726,6,1d
210,Yang Zhou,https://storage.googleapis.com/kaggle-avatars/thumbnails/10714201-kg.jpg,expert,0.49771,15,7h
211,Alexander Grebennikov,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.49772,2,6d
212,xlforml,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.49799,2,7d
213,LIUHAHA1888,https://storage.googleapis.com/kaggle-avatars/thumbnails/16176083-kg.jpeg?t=2023-08-26-13-54-47,expert,0.49799,1,6d
214,Nizar Bd,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.49815,7,5d
215,russell gilbert,https://storage.googleapis.com/kaggle-avatars/thumbnails/6272529-kg.jpg,contributor,0.49841,15,2h
216,Satti Tareq,https://storage.googleapis.com/kaggle-avatars/thumbnails/8347145-kg.jpg,contributor,0.49851,3,1d
217,Jose Elisei,https://storage.googleapis.com/kaggle-avatars/thumbnails/16558844-kg.jpg?t=2023-09-05-18-15-01,contributor,0.49869,4,4d
218,Vic710,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,novice,0.49873,11,3h
219,Huseyin Baytar,https://storage.googleapis.com/kaggle-avatars/thumbnails/15693244-kg.png,expert,0.4991,7,4d
220,NinjaInDS,https://storage.googleapis.com/kaggle-avatars/thumbnails/14190061-kg.jpeg,novice,0.49916,8,15h
