rank,team_name,avatar_url,highest_kaggle_rank,score,submit_times,last_submit
74,Evseev Sergey,https://storage.googleapis.com/kaggle-avatars/thumbnails/2324221-kg.jpg?t=2024-02-29-10-27-46,other,0.25,16,10mo
75,Plus Pals,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.25,2,10mo
76,Wahyu Surya Dharma,https://storage.googleapis.com/kaggle-avatars/thumbnails/1053098-kg.jpg,contributor,0.25,2,10mo
77,Anushka Chathuranga,https://storage.googleapis.com/kaggle-avatars/thumbnails/6660933-kg.jpeg?t=2024-02-20-10-09-37,expert,0.25,13,10mo
78,Oscar Aguilar,https://storage.googleapis.com/kaggle-avatars/thumbnails/1822542-kg.jpg,master,0.25,54,10mo
79,Lucas Rathgeb,https://storage.googleapis.com/kaggle-avatars/thumbnails/13404120-kg.jpg?t=2024-02-16-15-52-44,contributor,0.25,43,10mo
80,Vadim Fedorov,https://storage.googleapis.com/kaggle-avatars/thumbnails/1540171-kg.jpg?t=2023-10-04-15-45-05,expert,0.25,19,10mo
81,Maksym Kryvenko,https://storage.googleapis.com/kaggle-avatars/thumbnails/10320886-kg.png?t=2023-09-02-21-04-12,contributor,0.25,3,10mo
82,Demian2435,https://storage.googleapis.com/kaggle-avatars/thumbnails/16101251-gr.jpg,contributor,0.25,32,10mo
83,Briyas,https://storage.googleapis.com/kaggle-avatars/thumbnails/9999810-kg.JPG,contributor,0.25,1,10mo
84,Octavio Grau,https://storage.googleapis.com/kaggle-avatars/thumbnails/6673300-kg.jpg?t=2023-11-10-19-04-03,expert,0.25,6,10mo
85,Islam Tlupov,https://storage.googleapis.com/kaggle-avatars/thumbnails/3435682-kg.jpg,contributor,0.25,1,10mo
86,Avishek Saha,https://storage.googleapis.com/kaggle-avatars/thumbnails/6881935-kg.jpg,contributor,0.25,6,10mo
87,Gerald Schwartz,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,3,10mo
88,Shin Soyun,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,1,10mo
89,rockieCao,https://storage.googleapis.com/kaggle-avatars/thumbnails/501321-kg.png?t=2024-02-02-21-52-10,expert,0.25,32,10mo
90,Chagin,https://storage.googleapis.com/kaggle-avatars/thumbnails/7278999-kg.jpg?t=2024-02-09-15-31-01,expert,0.25,20,10mo
91,Ashish Kumar,https://storage.googleapis.com/kaggle-avatars/thumbnails/10447639-kg.png,master,0.25,6,10mo
92,alpimarc,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,35,10mo
93,Richardful,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,24,10mo
94,Tanishq Verma,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.25,7,10mo
95,liuyifan233,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,12,10mo
96,Ayoola Okunlola,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.25,18,10mo
97,YZ,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.25,20,10mo
98,Ryan Cardenas,https://storage.googleapis.com/kaggle-avatars/thumbnails/3152937-kg.jpg?t=2023-11-20-03-41-30,contributor,0.25,7,10mo
99,mattduerr,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,expert,0.25,4,10mo
100,jacob millet,https://storage.googleapis.com/kaggle-avatars/thumbnails/14651827-kg.png?t=2023-11-25-11-46-33,contributor,0.25,33,10mo
101,Stefano Antinori,https://storage.googleapis.com/kaggle-avatars/thumbnails/1818626-gp.jpg,contributor,0.25,27,10mo
102,Andy,https://storage.googleapis.com/kaggle-avatars/thumbnails/12039335-kg.jpg?t=2023-12-05-01-22-13,other,0.25,37,10mo
103,Guan Lin Tao,https://storage.googleapis.com/kaggle-avatars/thumbnails/11320249-kg.jpg?t=2023-10-12-15-42-44,master,0.25,17,10mo
104,Abhinav Raj111,https://storage.googleapis.com/kaggle-avatars/thumbnails/6612782-kg.jpg?t=2024-09-11-10-36-47,contributor,0.25,17,10mo
105,Yash Rana,https://storage.googleapis.com/kaggle-avatars/thumbnails/9426740-kg.jpeg,contributor,0.25,14,10mo
106,Flavia Felicioni,https://storage.googleapis.com/kaggle-avatars/thumbnails/7169360-kg.jpeg,contributor,0.25,8,10mo
107,Double Cringe,https://storage.googleapis.com/kaggle-avatars/thumbnails/11550654-kg.png?t=2023-11-07-18-06-10,contributor,0.25,8,10mo
108,MikeSas,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,42,10mo
109,Mihail Koypish,https://storage.googleapis.com/kaggle-avatars/thumbnails/314440-kg.jpg,contributor,0.25,3,10mo
110,[Deleted] ffc21198-cf95-4d08-a945-4fa6253b3b8f,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.25,19,10mo
111,tdoh86,https://storage.googleapis.com/kaggle-avatars/thumbnails/8063636-kg.jpg,expert,0.25,36,10mo
112,William Guesdon,https://storage.googleapis.com/kaggle-avatars/thumbnails/3569455-kg.png?t=2023-10-21-15-26-47,expert,0.25,7,10mo
113,wasjaip,https://storage.googleapis.com/kaggle-avatars/thumbnails/13372827-kg.jpg?t=2023-11-14-04-23-04,expert,0.25,46,10mo
114,llorenzo,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,39,10mo
115,huguang2222,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.25,1,10mo
116,Laobaby,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.25,10,10mo
117,[Deleted] e798790d-983d-4232-9bdb-c1dfb6847900,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.25,16,10mo
118,Jayron Andrade,https://storage.googleapis.com/kaggle-avatars/thumbnails/12029577-kg.png,expert,0.25,82,10mo
119,Vince Fan,https://storage.googleapis.com/kaggle-avatars/thumbnails/16929918-kg.jpg?t=2024-09-01-13-51-49,expert,0.25,5,10mo
120,Aman Gupta,https://storage.googleapis.com/kaggle-avatars/thumbnails/1711777-kg.jpg,contributor,0.25,15,10mo
121,Danila Kuryakin,https://storage.googleapis.com/kaggle-avatars/thumbnails/11534909-kg.jpg?t=2023-08-29-12-19-26,expert,0.25,8,10mo
122,KKaiWWang,https://storage.googleapis.com/kaggle-avatars/thumbnails/11215123-kg.JPG,contributor,0.25,3,10mo
123,GanLewis,https://storage.googleapis.com/kaggle-avatars/thumbnails/8392782-kg.jpg,other,0.25,3,10mo
124,JRPC,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,expert,0.25,6,10mo
125,Phoenix,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,expert,0.25,1,10mo
126,Master Jiraiya,https://storage.googleapis.com/kaggle-avatars/thumbnails/13738648-kg.jpg?t=2024-04-04-05-37-35,grand master,0.25,66,10mo
127,yunsuxiaozi,https://storage.googleapis.com/kaggle-avatars/thumbnails/12691485-kg.png,master,0.25,35,10mo
128,nathankim0917,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,2,10mo
129,AuLijm,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.25,3,10mo
130,John Mitchell,https://storage.googleapis.com/kaggle-avatars/thumbnails/3997404-fb.jpg,master,0.25,6,10mo
131,Qiuxing Beiye,https://storage.googleapis.com/kaggle-avatars/thumbnails/16779325-kg.jpg?t=2023-09-16-14-45-07,expert,0.25,1,10mo
132,Steve Simons,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,6,10mo
133,|' _ '|,https://storage.googleapis.com/kaggle-avatars/thumbnails/4981517-kg.png?t=2023-12-05-19-02-02,contributor,0.25,33,10mo
134,Alexander Leon,https://storage.googleapis.com/kaggle-avatars/thumbnails/8465344-kg.PNG,contributor,0.25,5,10mo
135,Sarun P M,https://storage.googleapis.com/kaggle-avatars/thumbnails/17084120-kg.jpeg?t=2023-10-10-05-25-02,contributor,0.25,22,10mo
136,The Data Dream,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.25,19,10mo
137,Levent Serinol,https://storage.googleapis.com/kaggle-avatars/thumbnails/5130382-kg.png,master,0.25,4,10mo
138,Benorli,https://storage.googleapis.com/kaggle-avatars/thumbnails/12259945-kg.jpg,contributor,0.25,2,10mo
139,Pulse007,https://storage.googleapis.com/kaggle-avatars/thumbnails/1198913-gp.jpg,contributor,0.25,3,10mo
140,Lagavulin 1968,https://storage.googleapis.com/kaggle-avatars/thumbnails/8047086-kg.png?t=2023-10-21-13-49-37,other,0.25,2,10mo
141,dee dee,https://storage.googleapis.com/kaggle-avatars/thumbnails/15766096-kg.jpg?t=2023-11-26-16-57-30,master,0.25,25,10mo
142,Thomas Land Jr,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,17,10mo
143,Bianco Chiu,https://storage.googleapis.com/kaggle-avatars/thumbnails/16242374-kg.jpeg?t=2024-01-01-08-17-17,contributor,0.25,1,10mo
144,Qiuqiuma,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.25,1,10mo
145,RANA PRAFFUL,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,6,10mo
146,M1kh@1l,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,26,10mo
147,Calamity 7,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.25,1,10mo
148,Filip Majek,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,4,10mo
149,VGU,https://storage.googleapis.com/kaggle-avatars/thumbnails/14344315-kg.png?t=2023-12-07-09-47-21,other,0.25,24,10mo
150,Krish Goyani,https://storage.googleapis.com/kaggle-avatars/thumbnails/14345355-kg.png,contributor,0.25,2,10mo
151,Faisal Alsrheed,https://storage.googleapis.com/kaggle-avatars/thumbnails/4122826-kg.JPG?t=2024-08-22-16-20-20,master,0.25,4,10mo
152,Deepak Dhull,https://storage.googleapis.com/kaggle-avatars/thumbnails/4873949-gr.jpg,contributor,0.25,2,10mo
153,Benthamite,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,2,10mo
154,Yunus Emre Göktürk,https://storage.googleapis.com/kaggle-avatars/thumbnails/16893239-kg.png?t=2023-09-26-19-21-20,contributor,0.25,20,10mo
155,Jeffrey Lim,https://storage.googleapis.com/kaggle-avatars/thumbnails/15622327-kg.jpg?t=2024-04-20-17-01-50,contributor,0.25,1,10mo
156,ianct,https://storage.googleapis.com/kaggle-avatars/thumbnails/928167-kg.jpg?t=2024-08-03-07-22-44,expert,0.25,37,10mo
157,Itz Gauurab,https://storage.googleapis.com/kaggle-avatars/thumbnails/15440483-kg.JPG?t=2023-12-02-01-18-38,contributor,0.25,6,10mo
158,qianmulin,https://storage.googleapis.com/kaggle-avatars/thumbnails/9202294-kg.png?t=2024-03-16-19-39-51,expert,0.25,2,10mo
159,fixflow,https://storage.googleapis.com/kaggle-avatars/thumbnails/16152030-kg.png,other,0.25,3,10mo
160,Puneet,https://storage.googleapis.com/kaggle-avatars/thumbnails/10251548-kg.JPG?t=2023-12-11-04-24-48,expert,0.25,13,10mo
161,feelief,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.25,20,10mo
162,RozhnyatosvkiyGI,https://storage.googleapis.com/kaggle-avatars/thumbnails/14675869-kg.jpg,other,0.25,7,10mo
163,KUCC,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,21,10mo
164,[Deleted] 8b0725ab-447a-4882-9b86-af7206568c5b,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.25,5,10mo
165,Jimin Wang,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.25,24,10mo
166,sigmoid_ss,https://storage.googleapis.com/kaggle-avatars/thumbnails/9949776-kg.jpg?t=2023-12-06-07-18-37,contributor,0.25,1,10mo
167,Efecan Guler,https://storage.googleapis.com/kaggle-avatars/thumbnails/15622137-kg.png,contributor,0.25,11,10mo
168,MOho,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.25,3,10mo
169,moomin,https://storage.googleapis.com/kaggle-avatars/thumbnails/9842673-kg.jpg?t=2024-02-01-01-53-49,other,0.25,1,10mo
170,Laplace,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,expert,0.25,18,10mo
171,Talha Turab,https://storage.googleapis.com/kaggle-avatars/thumbnails/12139287-gr.jpg,contributor,0.25,3,10mo
172,Azkata,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.25,7,10mo
173,sakaha,https://storage.googleapis.com/kaggle-avatars/thumbnails/9511917-kg.jpg?t=2023-11-30-10-09-06,other,0.25,6,10mo
174,VeeTee,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.25,2,10mo
175,Kazoric,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.25,9,10mo
176,boanin,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.25,4,10mo
177,Riyad Mehdi,https://storage.googleapis.com/kaggle-avatars/thumbnails/10355547-kg.png,contributor,0.25,15,10mo
178,PRASHANT SHUKLA91,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,expert,0.25,4,10mo
179,PUNIT KAUSHIK,https://storage.googleapis.com/kaggle-avatars/thumbnails/11825285-kg.jpeg?t=2024-09-20-12-51-00,expert,0.25,6,10mo
180,ClementFrvl,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.25,1,10mo
181,Gjoko Grkov,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.25,1,10mo
182,rdoabnoit,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.25,24,10mo
183,Son Hoang Vu,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,8,10mo
184,Jira Ehsan Mehr,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,3,10mo
185,Ram Jas,https://storage.googleapis.com/kaggle-avatars/thumbnails/6279218-kg.jpg,grand master,0.25,11,10mo
186,Alex Dragan,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.25,4,10mo
187,Sidhved,https://storage.googleapis.com/kaggle-avatars/thumbnails/16557940-kg.jpeg?t=2023-12-04-23-55-26,other,0.25,2,10mo
188,Maher Al Aabed,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.25,13,10mo
189,Yana Samoylova,https://storage.googleapis.com/kaggle-avatars/thumbnails/6829355-kg.jpg,other,0.25,5,10mo
190,Bertan Pank,https://storage.googleapis.com/kaggle-avatars/thumbnails/13731943-kg.jpeg?t=2024-09-22-14-08-06,expert,0.251,6,10mo
191,Ahmed Mahmoud Salem,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.27218,12,10mo
192,andrekos,https://storage.googleapis.com/kaggle-avatars/thumbnails/35830-kg.jpg,expert,0.27486,18,10mo
193,Fengqian,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.28275,28,10mo
194,Maher el Ouahabi,https://storage.googleapis.com/kaggle-avatars/thumbnails/4696479-kg.jpg,expert,0.29,7,10mo
195,SGMA1024,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.3,24,10mo
196,[Deleted] 6577aeb2-1acc-48f4-b318-64d3255d2d0c,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.3,11,10mo
197,Chinaski,https://storage.googleapis.com/kaggle-avatars/thumbnails/5730174-kg.jpg,expert,0.3,34,10mo
198,Dominique Hummel,https://storage.googleapis.com/kaggle-avatars/thumbnails/17787195-gr.jpg,other,0.3,19,10mo
199,Sri Harsha Eedala,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,expert,0.3,3,10mo
200,AKSHAT SHAW,https://storage.googleapis.com/kaggle-avatars/thumbnails/15730851-kg.jpg?t=2023-11-28-20-42-56,expert,0.3,2,10mo
201,vaibhav mane,https://storage.googleapis.com/kaggle-avatars/thumbnails/15845228-kg.jpeg?t=2023-11-21-17-43-09,contributor,0.3,13,10mo
202,Denslin Nunes,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.3,6,10mo
203,[Deleted] 6104f3a4-e1d4-4260-b777-7a04ba388e46,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.3,28,10mo
204,20185115,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.3,4,10mo
205,hallojong0319,https://storage.googleapis.com/kaggle-avatars/thumbnails/10518915-kg.jpg,contributor,0.32,31,10mo
206,kocurekc,https://storage.googleapis.com/kaggle-avatars/thumbnails/1358172-gp.jpg,other,0.33188,4,10mo
207,Matthew Hawthorn,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.33333,18,10mo
208,BluePrint-Kaggle,https://storage.googleapis.com/kaggle-avatars/thumbnails/17456233-kg.png?t=2023-11-12-14-24-03,contributor,0.3345,17,10mo
209,Matthew Hetzel,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.35445,24,10mo
210,Mohammed Ouahman,https://storage.googleapis.com/kaggle-avatars/thumbnails/6935765-kg.png,contributor,0.372,1,10mo
211,DavidZeyuHuang,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,other,0.37514,5,10mo
212,Andrei Lazanu,https://storage.googleapis.com/kaggle-avatars/thumbnails/default-thumb.png,contributor,0.37556,23,10mo
213,Muhammad Fathur Rizky,https://storage.googleapis.com/kaggle-avatars/thumbnails/13163748-kg.jpg?t=2023-09-04-06-30-21,contributor,0.37576,23,10mo
